poop,name,type,year,population,population_percent_change
0500000US28089,"Madison County, Mississippi",county,2010,91987,3.181
0500000US28089,"Madison County, Mississippi",county,2009,89151,0
0500000US28091,"Marion County, Mississippi",county,2013,26674,-0.507
0500000US28091,"Marion County, Mississippi",county,2012,26810,-0.19
0500000US28091,"Marion County, Mississippi",county,2011,26861,0.385
0500000US28091,"Marion County, Mississippi",county,2010,26758,4.822
0500000US28091,"Marion County, Mississippi",county,2009,25527,0
0500000US28093,"Marshall County, Mississippi",county,2013,36823,-0.529
0500000US28093,"Marshall County, Mississippi",county,2012,37019,-0.189
0500000US28093,"Marshall County, Mississippi",county,2011,37089,0.235
0500000US28093,"Marshall County, Mississippi",county,2010,37002,1.671
0500000US28093,"Marshall County, Mississippi",county,2009,36394,0
0500000US28095,"Monroe County, Mississippi",county,2013,36652,-0.704
0500000US28095,"Monroe County, Mississippi",county,2012,36912,-0.555
0500000US28095,"Monroe County, Mississippi",county,2011,37118,-0.44
0500000US28095,"Monroe County, Mississippi",county,2010,37282,0.52
0500000US28095,"Monroe County, Mississippi",county,2009,37089,0
0500000US28097,"Montgomery County, Mississippi",county,2013,10754,-1.031
0500000US28097,"Montgomery County, Mississippi",county,2012,10866,-1.415
0500000US28097,"Montgomery County, Mississippi",county,2011,11022,-1.041
0500000US28097,"Montgomery County, Mississippi",county,2010,11138,-2.401
0500000US28097,"Montgomery County, Mississippi",county,2009,11412,0
0500000US28099,"Neshoba County, Mississippi",county,2013,29655,-0.091
0500000US28099,"Neshoba County, Mississippi",county,2012,29682,0.186
0500000US28099,"Neshoba County, Mississippi",county,2011,29627,0.278
0500000US28099,"Neshoba County, Mississippi",county,2010,29545,-1.349
0500000US28099,"Neshoba County, Mississippi",county,2009,29949,0
0500000US28101,"Newton County, Mississippi",county,2013,21645,-0.194
0500000US28101,"Newton County, Mississippi",county,2012,21687,-0.349
0500000US28101,"Newton County, Mississippi",county,2011,21763,-0.298
0500000US28101,"Newton County, Mississippi",county,2010,21828,-2.567
0500000US28101,"Newton County, Mississippi",county,2009,22403,0
0500000US28103,"Noxubee County, Mississippi",county,2013,11358,-1.329
0500000US28103,"Noxubee County, Mississippi",county,2012,11511,-1.134
0500000US28103,"Noxubee County, Mississippi",county,2011,11643,-0.885
0500000US28103,"Noxubee County, Mississippi",county,2010,11747,-0.567
0500000US28103,"Noxubee County, Mississippi",county,2009,11814,0
0500000US28105,"Oktibbeha County, Mississippi",county,2013,48198,1.499
0500000US28105,"Oktibbeha County, Mississippi",county,2012,47486,0.897
0500000US28105,"Oktibbeha County, Mississippi",county,2011,47064,1.15
0500000US28105,"Oktibbeha County, Mississippi",county,2010,46529,6.645
0500000US28105,"Oktibbeha County, Mississippi",county,2009,43630,0
0500000US28107,"Panola County, Mississippi",county,2013,34558,-0.337
0500000US28107,"Panola County, Mississippi",county,2012,34675,-0.253
0500000US28107,"Panola County, Mississippi",county,2011,34763,-0.055
0500000US28107,"Panola County, Mississippi",county,2010,34782,-1.041
0500000US28107,"Panola County, Mississippi",county,2009,35148,0
0500000US28109,"Pearl River County, Mississippi",county,2013,55569,-0.567
0500000US28109,"Pearl River County, Mississippi",county,2012,55886,-0.278
0500000US28109,"Pearl River County, Mississippi",county,2011,56042,0.213
0500000US28109,"Pearl River County, Mississippi",county,2010,55923,-0.339
0500000US28109,"Pearl River County, Mississippi",county,2009,56113,0
0500000US28111,"Perry County, Mississippi",county,2013,12174,-0.352
0500000US28111,"Perry County, Mississippi",county,2012,12217,-0.318
0500000US28111,"Perry County, Mississippi",county,2011,12256,0.106
0500000US28111,"Perry County, Mississippi",county,2010,12243,1.291
0500000US28111,"Perry County, Mississippi",county,2009,12087,0
0500000US28113,"Pike County, Mississippi",county,2013,40269,-0.077
0500000US28113,"Pike County, Mississippi",county,2012,40300,-0.035
0500000US28113,"Pike County, Mississippi",county,2011,40314,0.074
0500000US28113,"Pike County, Mississippi",county,2010,40284,1.712
0500000US28113,"Pike County, Mississippi",county,2009,39606,0
0500000US28115,"Pontotoc County, Mississippi",county,2013,30207,0.818
0500000US28115,"Pontotoc County, Mississippi",county,2012,29962,0.943
0500000US28115,"Pontotoc County, Mississippi",county,2011,29682,0.539
0500000US28115,"Pontotoc County, Mississippi",county,2010,29523,2.599
0500000US28115,"Pontotoc County, Mississippi",county,2009,28775,0
0500000US28117,"Prentiss County, Mississippi",county,2013,25354,-0.118
0500000US28117,"Prentiss County, Mississippi",county,2012,25384,-0.016
0500000US28117,"Prentiss County, Mississippi",county,2011,25388,-0.091
0500000US28117,"Prentiss County, Mississippi",county,2010,25411,-0.715
0500000US28117,"Prentiss County, Mississippi",county,2009,25594,0
0500000US28119,"Quitman County, Mississippi",county,2013,8028,-1.75
0500000US28119,"Quitman County, Mississippi",county,2012,8171,-2.471
0500000US28119,"Quitman County, Mississippi",county,2011,8378,-2.023
0500000US28119,"Quitman County, Mississippi",county,2010,8551,-3.061
0500000US28119,"Quitman County, Mississippi",county,2009,8821,0
0500000US28121,"Rankin County, Mississippi",county,2013,143665,1.076
0500000US28121,"Rankin County, Mississippi",county,2012,142136,1.205
0500000US28121,"Rankin County, Mississippi",county,2011,140443,1.386
0500000US28121,"Rankin County, Mississippi",county,2010,138523,0.512
0500000US28121,"Rankin County, Mississippi",county,2009,137817,0
0500000US28123,"Scott County, Mississippi",county,2013,28255,0.17
0500000US28123,"Scott County, Mississippi",county,2012,28207,-0.043
0500000US28123,"Scott County, Mississippi",county,2011,28219,0.138
0500000US28123,"Scott County, Mississippi",county,2010,28180,-3.284
0500000US28123,"Scott County, Mississippi",county,2009,29137,0
0500000US28125,"Sharkey County, Mississippi",county,2013,4889,1.117
0500000US28125,"Sharkey County, Mississippi",county,2012,4835,3.048
0500000US28125,"Sharkey County, Mississippi",county,2011,4692,-2.189
0500000US28125,"Sharkey County, Mississippi",county,2010,4797,-7.465
0500000US28125,"Sharkey County, Mississippi",county,2009,5184,0
0500000US28127,"Simpson County, Mississippi",county,2013,27439,-0.135
0500000US28127,"Simpson County, Mississippi",county,2012,27476,-0.105
0500000US28127,"Simpson County, Mississippi",county,2011,27505,-0.254
0500000US28127,"Simpson County, Mississippi",county,2010,27575,-1.176
0500000US28127,"Simpson County, Mississippi",county,2009,27903,0
0500000US28129,"Smith County, Mississippi",county,2013,16414,-0.067
0500000US28129,"Smith County, Mississippi",county,2012,16425,-0.128
0500000US28129,"Smith County, Mississippi",county,2011,16446,0.018
0500000US28129,"Smith County, Mississippi",county,2010,16443,3.487
0500000US28129,"Smith County, Mississippi",county,2009,15889,0
0500000US28131,"Stone County, Mississippi",county,2013,17854,1.116
0500000US28131,"Stone County, Mississippi",county,2012,17657,2.099
0500000US28131,"Stone County, Mississippi",county,2011,17294,2.192
0500000US28131,"Stone County, Mississippi",county,2010,16923,7.557
0500000US28131,"Stone County, Mississippi",county,2009,15734,0
0500000US28133,"Sunflower County, Mississippi",county,2013,28722,-1.738
0500000US28133,"Sunflower County, Mississippi",county,2012,29230,-2.806
0500000US28133,"Sunflower County, Mississippi",county,2011,30074,-1.41
0500000US28133,"Sunflower County, Mississippi",county,2010,30504,-0.327
0500000US28133,"Sunflower County, Mississippi",county,2009,30604,0
0500000US28135,"Tallahatchie County, Mississippi",county,2013,15231,-0.203
0500000US28135,"Tallahatchie County, Mississippi",county,2012,15262,-0.111
0500000US28135,"Tallahatchie County, Mississippi",county,2011,15279,0.059
0500000US28135,"Tallahatchie County, Mississippi",county,2010,15270,15.673
0500000US28135,"Tallahatchie County, Mississippi",county,2009,13201,0
0500000US28137,"Tate County, Mississippi",county,2013,28625,0.157
0500000US28137,"Tate County, Mississippi",county,2012,28580,0.468
0500000US28137,"Tate County, Mississippi",county,2011,28447,0.883
0500000US28137,"Tate County, Mississippi",county,2010,28198,4.872
0500000US28137,"Tate County, Mississippi",county,2009,26888,0
0500000US28139,"Tippah County, Mississippi",county,2013,22080,-0.068
0500000US28139,"Tippah County, Mississippi",county,2012,22095,0.059
0500000US28139,"Tippah County, Mississippi",county,2011,22082,0.405
0500000US28139,"Tippah County, Mississippi",county,2010,21993,2.584
0500000US28139,"Tippah County, Mississippi",county,2009,21439,0
0500000US28141,"Tishomingo County, Mississippi",county,2013,19582,0.046
0500000US28141,"Tishomingo County, Mississippi",county,2012,19573,0.015
0500000US28141,"Tishomingo County, Mississippi",county,2011,19570,0.179
0500000US28141,"Tishomingo County, Mississippi",county,2010,19535,2.492
0500000US28141,"Tishomingo County, Mississippi",county,2009,19060,0
0500000US28143,"Tunica County, Mississippi",county,2013,10660,-0.523
0500000US28143,"Tunica County, Mississippi",county,2012,10716,-0.796
0500000US28143,"Tunica County, Mississippi",county,2011,10802,-0.139
0500000US28143,"Tunica County, Mississippi",county,2010,10817,3.95
0500000US28143,"Tunica County, Mississippi",county,2009,10406,0
0500000US28145,"Union County, Mississippi",county,2013,27338,0.6
0500000US28145,"Union County, Mississippi",county,2012,27175,0.51
0500000US28145,"Union County, Mississippi",county,2011,27037,0.427
0500000US28145,"Union County, Mississippi",county,2010,26922,-0.063
0500000US28145,"Union County, Mississippi",county,2009,26939,0
0500000US28147,"Walthall County, Mississippi",county,2013,15265,-0.909
0500000US28147,"Walthall County, Mississippi",county,2012,15405,-0.581
0500000US28147,"Walthall County, Mississippi",county,2011,15495,-0.225
0500000US28147,"Walthall County, Mississippi",county,2010,15530,1.477
0500000US28147,"Walthall County, Mississippi",county,2009,15304,0
0500000US28149,"Warren County, Mississippi",county,2013,48389,-0.062
0500000US28149,"Warren County, Mississippi",county,2012,48419,-0.501
0500000US28149,"Warren County, Mississippi",county,2011,48663,-0.464
0500000US28149,"Warren County, Mississippi",county,2010,48890,0.605
0500000US28149,"Warren County, Mississippi",county,2009,48596,0
0500000US28151,"Washington County, Mississippi",county,2013,50578,-0.847
0500000US28151,"Washington County, Mississippi",county,2012,51010,-1.268
0500000US28151,"Washington County, Mississippi",county,2011,51665,-1.506
0500000US28151,"Washington County, Mississippi",county,2010,52455,-6.013
0500000US28151,"Washington County, Mississippi",county,2009,55811,0
0500000US28153,"Wayne County, Mississippi",county,2013,20675,-0.381
0500000US28153,"Wayne County, Mississippi",county,2012,20754,-0.58
0500000US28153,"Wayne County, Mississippi",county,2011,20875,-0.458
0500000US28153,"Wayne County, Mississippi",county,2010,20971,0.378
0500000US28153,"Wayne County, Mississippi",county,2009,20892,0
0500000US28155,"Webster County, Mississippi",county,2013,10129,-0.325
0500000US28155,"Webster County, Mississippi",county,2012,10162,-0.412
0500000US28155,"Webster County, Mississippi",county,2011,10204,0.641
0500000US28155,"Webster County, Mississippi",county,2010,10139,3.101
0500000US28155,"Webster County, Mississippi",county,2009,9834,0
0500000US28157,"Wilkinson County, Mississippi",county,2013,9653,-1.278
0500000US28157,"Wilkinson County, Mississippi",county,2012,9778,-1.689
0500000US28157,"Wilkinson County, Mississippi",county,2011,9946,-1.231
0500000US28157,"Wilkinson County, Mississippi",county,2010,10070,-1.275
0500000US28157,"Wilkinson County, Mississippi",county,2009,10200,0
0500000US28159,"Winston County, Mississippi",county,2013,19052,-0.564
0500000US28159,"Winston County, Mississippi",county,2012,19160,-0.643
0500000US28159,"Winston County, Mississippi",county,2011,19284,-0.485
0500000US28159,"Winston County, Mississippi",county,2010,19378,-0.844
0500000US28159,"Winston County, Mississippi",county,2009,19543,0
0500000US28161,"Yalobusha County, Mississippi",county,2013,12554,-0.735
0500000US28161,"Yalobusha County, Mississippi",county,2012,12647,-1.095
0500000US28161,"Yalobusha County, Mississippi",county,2011,12787,-0.637
0500000US28161,"Yalobusha County, Mississippi",county,2010,12869,-5.694
0500000US28161,"Yalobusha County, Mississippi",county,2009,13646,0
0500000US28163,"Yazoo County, Mississippi",county,2013,28122,-0.347
0500000US28163,"Yazoo County, Mississippi",county,2012,28220,-0.064
0500000US28163,"Yazoo County, Mississippi",county,2011,28238,-0.577
0500000US28163,"Yazoo County, Mississippi",county,2010,28402,0.375
0500000US28163,"Yazoo County, Mississippi",county,2009,28296,0
0500000US29001,"Adair County, Missouri",county,2013,25573,0.121
0500000US29001,"Adair County, Missouri",county,2012,25542,0.476
0500000US29001,"Adair County, Missouri",county,2011,25421,0.419
0500000US29001,"Adair County, Missouri",county,2010,25315,2.072
0500000US29001,"Adair County, Missouri",county,2009,24801,0
0500000US29003,"Andrew County, Missouri",county,2013,17319,0.663
0500000US29003,"Andrew County, Missouri",county,2012,17205,0.773
0500000US29003,"Andrew County, Missouri",county,2011,17073,0.394
0500000US29003,"Andrew County, Missouri",county,2010,17006,1.04
0500000US29003,"Andrew County, Missouri",county,2009,16831,0
0500000US29005,"Atchison County, Missouri",county,2013,5605,-1.042
0500000US29005,"Atchison County, Missouri",county,2012,5664,-1.358
0500000US29005,"Atchison County, Missouri",county,2011,5742,-1.187
0500000US29005,"Atchison County, Missouri",county,2010,5811,-4.393
0500000US29005,"Atchison County, Missouri",county,2009,6078,0
0500000US29007,"Audrain County, Missouri",county,2013,25584,-0.129
0500000US29007,"Audrain County, Missouri",county,2012,25617,-0.023
0500000US29007,"Audrain County, Missouri",county,2011,25623,-0.238
0500000US29007,"Audrain County, Missouri",county,2010,25684,-0.272
0500000US29007,"Audrain County, Missouri",county,2009,25754,0
0500000US29009,"Barry County, Missouri",county,2013,35614,-0.185
0500000US29009,"Barry County, Missouri",county,2012,35680,0.079
0500000US29009,"Barry County, Missouri",county,2011,35652,-0.282
0500000US29009,"Barry County, Missouri",county,2010,35753,-0.423
0500000US29009,"Barry County, Missouri",county,2009,35905,0
0500000US29011,"Barton County, Missouri",county,2013,12378,-0.402
0500000US29011,"Barton County, Missouri",county,2012,12428,-0.624
0500000US29011,"Barton County, Missouri",county,2011,12506,-1.013
0500000US29011,"Barton County, Missouri",county,2010,12634,-0.481
0500000US29011,"Barton County, Missouri",county,2009,12695,0
0500000US29013,"Bates County, Missouri",county,2013,16878,-0.735
0500000US29013,"Bates County, Missouri",county,2012,17003,-0.55
0500000US29013,"Bates County, Missouri",county,2011,17097,-0.204
0500000US29013,"Bates County, Missouri",county,2010,17132,1.337
0500000US29013,"Bates County, Missouri",county,2009,16906,0
0500000US29015,"Benton County, Missouri",county,2013,19008,-0.068
0500000US29015,"Benton County, Missouri",county,2012,19021,-0.194
0500000US29015,"Benton County, Missouri",county,2011,19058,0.437
0500000US29015,"Benton County, Missouri",county,2010,18975,2.801
0500000US29015,"Benton County, Missouri",county,2009,18458,0
0500000US29017,"Bollinger County, Missouri",county,2013,12408,0.153
0500000US29017,"Bollinger County, Missouri",county,2012,12389,-0.234
0500000US29017,"Bollinger County, Missouri",county,2011,12418,-0.217
0500000US29017,"Bollinger County, Missouri",county,2010,12445,3.39
0500000US29017,"Bollinger County, Missouri",county,2009,12037,0
0500000US29019,"Boone County, Missouri",county,2013,165776,1.537
0500000US29019,"Boone County, Missouri",county,2012,163266,1.642
0500000US29019,"Boone County, Missouri",county,2011,160628,1.62
0500000US29019,"Boone County, Missouri",county,2010,158067,4.104
0500000US29019,"Boone County, Missouri",county,2009,151836,0
0500000US29021,"Buchanan County, Missouri",county,2013,89419,0.288
0500000US29021,"Buchanan County, Missouri",county,2012,89162,0.407
0500000US29021,"Buchanan County, Missouri",county,2011,88801,0.687
0500000US29021,"Buchanan County, Missouri",county,2010,88195,-0.318
0500000US29021,"Buchanan County, Missouri",county,2009,88476,0
0500000US29023,"Butler County, Missouri",county,2013,42946,0.36
0500000US29023,"Butler County, Missouri",county,2012,42792,0.434
0500000US29023,"Butler County, Missouri",county,2011,42607,0.401
0500000US29023,"Butler County, Missouri",county,2010,42437,2.77
0500000US29023,"Butler County, Missouri",county,2009,41293,0
0500000US29025,"Caldwell County, Missouri",county,2013,9249,-0.57
0500000US29025,"Caldwell County, Missouri",county,2012,9302,-0.757
0500000US29025,"Caldwell County, Missouri",county,2011,9373,-0.075
0500000US29025,"Caldwell County, Missouri",county,2010,9380,2.045
0500000US29025,"Caldwell County, Missouri",county,2009,9192,0
0500000US29027,"Callaway County, Missouri",county,2013,44276,0.269
0500000US29027,"Callaway County, Missouri",county,2012,44157,0.298
0500000US29027,"Callaway County, Missouri",county,2011,44026,0.587
0500000US29027,"Callaway County, Missouri",county,2010,43769,1.336
0500000US29027,"Callaway County, Missouri",county,2009,43192,0
0500000US29029,"Camden County, Missouri",county,2013,43822,0.208
0500000US29029,"Camden County, Missouri",county,2012,43731,0.455
0500000US29029,"Camden County, Missouri",county,2011,43533,0.871
0500000US29029,"Camden County, Missouri",county,2010,43157,7.489
0500000US29029,"Camden County, Missouri",county,2009,40150,0
0500000US29031,"Cape Girardeau County, Missouri",county,2013,76322,0.835
0500000US29031,"Cape Girardeau County, Missouri",county,2012,75690,0.897
0500000US29031,"Cape Girardeau County, Missouri",county,2011,75017,0.988
0500000US29031,"Cape Girardeau County, Missouri",county,2010,74283,2.289
0500000US29031,"Cape Girardeau County, Missouri",county,2009,72621,0
0500000US29033,"Carroll County, Missouri",county,2013,9216,-0.679
0500000US29033,"Carroll County, Missouri",county,2012,9279,-1.161
0500000US29033,"Carroll County, Missouri",county,2011,9388,-1.023
0500000US29033,"Carroll County, Missouri",county,2010,9485,-3.372
0500000US29033,"Carroll County, Missouri",county,2009,9816,0
0500000US29035,"Carter County, Missouri",county,2013,6260,0.562
0500000US29035,"Carter County, Missouri",county,2012,6225,0.274
0500000US29035,"Carter County, Missouri",county,2011,6208,1.091
0500000US29035,"Carter County, Missouri",county,2010,6141,4.191
0500000US29035,"Carter County, Missouri",county,2009,5894,0
0500000US29037,"Cass County, Missouri",county,2013,99875,0.484
0500000US29037,"Cass County, Missouri",county,2012,99394,0.69
0500000US29037,"Cass County, Missouri",county,2011,98713,1.142
0500000US29037,"Cass County, Missouri",county,2010,97598,0.406
0500000US29037,"Cass County, Missouri",county,2009,97203,0
0500000US29039,"Cedar County, Missouri",county,2013,13903,-0.273
0500000US29039,"Cedar County, Missouri",county,2012,13941,-0.705
0500000US29039,"Cedar County, Missouri",county,2011,14040,-0.362
0500000US29039,"Cedar County, Missouri",county,2010,14091,2.183
0500000US29039,"Cedar County, Missouri",county,2009,13790,0
0500000US29041,"Chariton County, Missouri",county,2013,7730,-0.374
0500000US29041,"Chariton County, Missouri",county,2012,7759,-0.704
0500000US29041,"Chariton County, Missouri",county,2011,7814,-0.724
0500000US29041,"Chariton County, Missouri",county,2010,7871,1.209
0500000US29041,"Chariton County, Missouri",county,2009,7777,0
0500000US29043,"Christian County, Missouri",county,2013,78724,1.613
0500000US29043,"Christian County, Missouri",county,2012,77474,1.942
0500000US29043,"Christian County, Missouri",county,2011,75998,2.484
0500000US29043,"Christian County, Missouri",county,2010,74156,2.212
0500000US29043,"Christian County, Missouri",county,2009,72551,0
0500000US29045,"Clark County, Missouri",county,2013,7035,-0.664
0500000US29045,"Clark County, Missouri",county,2012,7082,-0.673
0500000US29045,"Clark County, Missouri",county,2011,7130,-0.544
0500000US29045,"Clark County, Missouri",county,2010,7169,-0.125
0500000US29045,"Clark County, Missouri",county,2009,7178,0
0500000US29047,"Clay County, Missouri",county,2013,225116,1.382
0500000US29047,"Clay County, Missouri",county,2012,222048,1.5
0500000US29047,"Clay County, Missouri",county,2011,218767,1.745
0500000US29047,"Clay County, Missouri",county,2010,215015,-1.186
0500000US29047,"Clay County, Missouri",county,2009,217596,0
0500000US29049,"Clinton County, Missouri",county,2013,20659,-0.135
0500000US29049,"Clinton County, Missouri",county,2012,20687,-0.404
0500000US29049,"Clinton County, Missouri",county,2011,20771,0.43
0500000US29049,"Clinton County, Missouri",county,2010,20682,-0.615
0500000US29049,"Clinton County, Missouri",county,2009,20810,0
0500000US29051,"Cole County, Missouri",county,2013,76228,0.547
0500000US29051,"Cole County, Missouri",county,2012,75813,0.624
0500000US29051,"Cole County, Missouri",county,2011,75343,0.77
0500000US29051,"Cole County, Missouri",county,2010,74767,1.397
0500000US29051,"Cole County, Missouri",county,2009,73737,0
0500000US29053,"Cooper County, Missouri",county,2013,17574,0.182
0500000US29053,"Cooper County, Missouri",county,2012,17542,-0.364
0500000US29053,"Cooper County, Missouri",county,2011,17606,0.131
0500000US29053,"Cooper County, Missouri",county,2010,17583,1.22
0500000US29053,"Cooper County, Missouri",county,2009,17371,0
0500000US29055,"Crawford County, Missouri",county,2013,24711,-0.17
0500000US29055,"Crawford County, Missouri",county,2012,24753,0.113
0500000US29055,"Crawford County, Missouri",county,2011,24725,0.345
0500000US29055,"Crawford County, Missouri",county,2010,24640,3.421
0500000US29055,"Crawford County, Missouri",county,2009,23825,0
0500000US29057,"Dade County, Missouri",county,2013,7734,-0.986
0500000US29057,"Dade County, Missouri",county,2012,7811,-1.076
0500000US29057,"Dade County, Missouri",county,2011,7896,-0.416
0500000US29057,"Dade County, Missouri",county,2010,7929,5.678
0500000US29057,"Dade County, Missouri",county,2009,7503,0
0500000US29059,"Dallas County, Missouri",county,2013,16733,-0.547
0500000US29059,"Dallas County, Missouri",county,2012,16825,-0.125
0500000US29059,"Dallas County, Missouri",county,2011,16846,0.196
0500000US29059,"Dallas County, Missouri",county,2010,16813,1.411
0500000US29059,"Dallas County, Missouri",county,2009,16579,0
0500000US29061,"Daviess County, Missouri",county,2013,8347,0.072
0500000US29061,"Daviess County, Missouri",county,2012,8341,-0.191
0500000US29061,"Daviess County, Missouri",county,2011,8357,-0.024
0500000US29061,"Daviess County, Missouri",county,2010,8359,3.697
0500000US29061,"Daviess County, Missouri",county,2009,8061,0
0500000US29063,"DeKalb County, Missouri",county,2013,12873,-0.039
0500000US29063,"DeKalb County, Missouri",county,2012,12878,0.241
0500000US29063,"DeKalb County, Missouri",county,2011,12847,-0.194
0500000US29063,"DeKalb County, Missouri",county,2010,12872,5.206
0500000US29063,"DeKalb County, Missouri",county,2009,12235,0
0500000US29065,"Dent County, Missouri",county,2013,15649,0.346
0500000US29065,"Dent County, Missouri",county,2012,15595,0.289
0500000US29065,"Dent County, Missouri",county,2011,15550,0.342
0500000US29065,"Dent County, Missouri",county,2010,15497,3.066
0500000US29065,"Dent County, Missouri",county,2009,15036,0
0500000US29067,"Douglas County, Missouri",county,2013,13647,-0.314
0500000US29067,"Douglas County, Missouri",county,2012,13690,0.058
0500000US29067,"Douglas County, Missouri",county,2011,13682,-0.051
0500000US29067,"Douglas County, Missouri",county,2010,13689,1.626
0500000US29067,"Douglas County, Missouri",county,2009,13470,0
0500000US29069,"Dunklin County, Missouri",county,2013,31916,-0.169
0500000US29069,"Dunklin County, Missouri",county,2012,31970,-0.265
0500000US29069,"Dunklin County, Missouri",county,2011,32055,-0.264
0500000US29069,"Dunklin County, Missouri",county,2010,32140,1.941
0500000US29069,"Dunklin County, Missouri",county,2009,31528,0
0500000US29071,"Franklin County, Missouri",county,2013,101569,0.127
0500000US29071,"Franklin County, Missouri",county,2012,101440,0.175
0500000US29071,"Franklin County, Missouri",county,2011,101263,0.522
0500000US29071,"Franklin County, Missouri",county,2010,100737,0.872
0500000US29071,"Franklin County, Missouri",county,2009,99866,0
0500000US29073,"Gasconade County, Missouri",county,2013,15083,-0.508
0500000US29073,"Gasconade County, Missouri",county,2012,15160,-0.746
0500000US29073,"Gasconade County, Missouri",county,2011,15274,-0.391
0500000US29073,"Gasconade County, Missouri",county,2010,15334,0.046
0500000US29073,"Gasconade County, Missouri",county,2009,15327,0
0500000US29075,"Gentry County, Missouri",county,2013,6774,0.015
0500000US29075,"Gentry County, Missouri",county,2012,6773,0.118
0500000US29075,"Gentry County, Missouri",county,2011,6765,0.074
0500000US29075,"Gentry County, Missouri",county,2010,6760,8.177
0500000US29075,"Gentry County, Missouri",county,2009,6249,0
0500000US29077,"Greene County, Missouri",county,2013,278231,0.929
0500000US29077,"Greene County, Missouri",county,2012,275671,0.971
0500000US29077,"Greene County, Missouri",county,2011,273020,1.047
0500000US29077,"Greene County, Missouri",county,2010,270190,2.778
0500000US29077,"Greene County, Missouri",county,2009,262887,0
0500000US29079,"Grundy County, Missouri",county,2013,10282,0.254
0500000US29079,"Grundy County, Missouri",county,2012,10256,0.333
0500000US29079,"Grundy County, Missouri",county,2011,10222,0.078
0500000US29079,"Grundy County, Missouri",county,2010,10214,1.249
0500000US29079,"Grundy County, Missouri",county,2009,10088,0
0500000US29081,"Harrison County, Missouri",county,2013,8871,-0.337
0500000US29081,"Harrison County, Missouri",county,2012,8901,-0.459
0500000US29081,"Harrison County, Missouri",county,2011,8942,0.011
0500000US29081,"Harrison County, Missouri",county,2010,8941,2.183
0500000US29081,"Harrison County, Missouri",county,2009,8750,0
0500000US29083,"Henry County, Missouri",county,2013,22183,-0.229
0500000US29083,"Henry County, Missouri",county,2012,22234,-0.318
0500000US29083,"Henry County, Missouri",county,2011,22305,-0.304
0500000US29083,"Henry County, Missouri",county,2010,22373,0.354
0500000US29083,"Henry County, Missouri",county,2009,22294,0
0500000US29085,"Hickory County, Missouri",county,2013,9499,-0.576
0500000US29085,"Hickory County, Missouri",county,2012,9554,-0.51
0500000US29085,"Hickory County, Missouri",county,2011,9603,0.251
0500000US29085,"Hickory County, Missouri",county,2010,9579,6.174
0500000US29085,"Hickory County, Missouri",county,2009,9022,0
0500000US29087,"Holt County, Missouri",county,2013,4771,-1.426
0500000US29087,"Holt County, Missouri",county,2012,4840,-1.426
0500000US29087,"Holt County, Missouri",county,2011,4910,-0.688
0500000US29087,"Holt County, Missouri",county,2010,4944,0.142
0500000US29087,"Holt County, Missouri",county,2009,4937,0
0500000US29089,"Howard County, Missouri",county,2013,10184,0.236
0500000US29089,"Howard County, Missouri",county,2012,10160,0.158
0500000US29089,"Howard County, Missouri",county,2011,10144,0.237
0500000US29089,"Howard County, Missouri",county,2010,10120,2.647
0500000US29089,"Howard County, Missouri",county,2009,9859,0
0500000US29091,"Howell County, Missouri",county,2013,40458,0.317
0500000US29091,"Howell County, Missouri",county,2012,40330,0.604
0500000US29091,"Howell County, Missouri",county,2011,40088,0.817
0500000US29091,"Howell County, Missouri",county,2010,39763,3.117
0500000US29091,"Howell County, Missouri",county,2009,38561,0
0500000US29093,"Iron County, Missouri",county,2013,10505,-0.549
0500000US29093,"Iron County, Missouri",county,2012,10563,-0.919
0500000US29093,"Iron County, Missouri",county,2011,10661,-0.084
0500000US29093,"Iron County, Missouri",county,2010,10670,5.822
0500000US29093,"Iron County, Missouri",county,2009,10083,0
0500000US29095,"Jackson County, Missouri",county,2013,675641,0.425
0500000US29095,"Jackson County, Missouri",county,2012,672784,0.401
0500000US29095,"Jackson County, Missouri",county,2011,670100,0.465
0500000US29095,"Jackson County, Missouri",county,2010,666997,-3.285
0500000US29095,"Jackson County, Missouri",county,2009,689651,0
0500000US29097,"Jasper County, Missouri",county,2013,116803,0.266
0500000US29097,"Jasper County, Missouri",county,2012,116493,0.16
0500000US29097,"Jasper County, Missouri",county,2011,116307,1.111
0500000US29097,"Jasper County, Missouri",county,2010,115029,0.238
0500000US29097,"Jasper County, Missouri",county,2009,114756,0
0500000US29099,"Jefferson County, Missouri",county,2013,219636,0.461
0500000US29099,"Jefferson County, Missouri",county,2012,218628,0.504
0500000US29099,"Jefferson County, Missouri",county,2011,217531,0.587
0500000US29099,"Jefferson County, Missouri",county,2010,216262,0.407
0500000US29099,"Jefferson County, Missouri",county,2009,215386,0
0500000US29101,"Johnson County, Missouri",county,2013,53517,1.044
0500000US29101,"Johnson County, Missouri",county,2012,52964,1.022
0500000US29101,"Johnson County, Missouri",county,2011,52428,0.744
0500000US29101,"Johnson County, Missouri",county,2010,52041,0.085
0500000US29101,"Johnson County, Missouri",county,2009,51997,0
0500000US29103,"Knox County, Missouri",county,2013,4099,-0.292
0500000US29103,"Knox County, Missouri",county,2012,4111,-0.388
0500000US29103,"Knox County, Missouri",county,2011,4127,-0.169
0500000US29103,"Knox County, Missouri",county,2010,4134,2.327
