poop,name,type,year,population,population_percent_change
0500000US01001,"Autauga County, Alabama",county,2013,54907,0.581
0500000US01001,"Autauga County, Alabama",county,2012,54590,1.198
0500000US01001,"Autauga County, Alabama",county,2011,53944,1.484
0500000US01001,"Autauga County, Alabama",county,2010,53155,7.202
0500000US01001,"Autauga County, Alabama",county,2009,49584,0
0500000US01003,"Baldwin County, Alabama",county,2013,187114,2.122
0500000US01003,"Baldwin County, Alabama",county,2012,183226,2.063
0500000US01003,"Baldwin County, Alabama",county,2011,179523,2.123
0500000US01003,"Baldwin County, Alabama",county,2010,175791,2.206
0500000US01003,"Baldwin County, Alabama",county,2009,171997,0
0500000US01005,"Barbour County, Alabama",county,2013,27321,-0.539
0500000US01005,"Barbour County, Alabama",county,2012,27469,-0.28
0500000US01005,"Barbour County, Alabama",county,2011,27546,-0.552
0500000US01005,"Barbour County, Alabama",county,2010,27699,-6.621
0500000US01005,"Barbour County, Alabama",county,2009,29663,0
0500000US01007,"Bibb County, Alabama",county,2013,22754,-0.066
0500000US01007,"Bibb County, Alabama",county,2012,22769,0.101
0500000US01007,"Bibb County, Alabama",county,2011,22746,0.602
0500000US01007,"Bibb County, Alabama",county,2010,22610,5.339
0500000US01007,"Bibb County, Alabama",county,2009,21464,0
0500000US01009,"Blount County, Alabama",county,2013,57623,0.273
0500000US01009,"Blount County, Alabama",county,2012,57466,0.571
0500000US01009,"Blount County, Alabama",county,2011,57140,0.79
0500000US01009,"Blount County, Alabama",county,2010,56692,-0.197
0500000US01009,"Blount County, Alabama",county,2009,56804,0
0500000US01011,"Bullock County, Alabama",county,2013,10746,-0.306
0500000US01011,"Bullock County, Alabama",county,2012,10779,-0.901
0500000US01011,"Bullock County, Alabama",county,2011,10877,-0.421
0500000US01011,"Bullock County, Alabama",county,2010,10923,0.055
0500000US01011,"Bullock County, Alabama",county,2009,10917,0
0500000US01013,"Butler County, Alabama",county,2013,20624,-0.511
0500000US01013,"Butler County, Alabama",county,2012,20730,-0.623
0500000US01013,"Butler County, Alabama",county,2011,20860,-0.168
0500000US01013,"Butler County, Alabama",county,2010,20895,3.497
0500000US01013,"Butler County, Alabama",county,2009,20189,0
0500000US01015,"Calhoun County, Alabama",county,2013,117714,-0.102
0500000US01015,"Calhoun County, Alabama",county,2012,117834,0.187
0500000US01015,"Calhoun County, Alabama",county,2011,117614,0.397
0500000US01015,"Calhoun County, Alabama",county,2010,117149,3.7
0500000US01015,"Calhoun County, Alabama",county,2009,112969,0
0500000US01017,"Chambers County, Alabama",county,2013,34145,-0.242
0500000US01017,"Chambers County, Alabama",county,2012,34228,-0.428
0500000US01017,"Chambers County, Alabama",county,2011,34375,-0.59
0500000US01017,"Chambers County, Alabama",county,2010,34579,-0.36
0500000US01017,"Chambers County, Alabama",county,2009,34704,0
0500000US01019,"Cherokee County, Alabama",county,2013,26034,0.451
0500000US01019,"Cherokee County, Alabama",county,2012,25917,0.38
0500000US01019,"Cherokee County, Alabama",county,2011,25819,0.463
0500000US01019,"Cherokee County, Alabama",county,2010,25700,5.211
0500000US01019,"Cherokee County, Alabama",county,2009,24427,0
0500000US01021,"Chilton County, Alabama",county,2013,43744,0.305
0500000US01021,"Chilton County, Alabama",county,2012,43611,0.384
0500000US01021,"Chilton County, Alabama",county,2011,43444,0.749
0500000US01021,"Chilton County, Alabama",county,2010,43121,2.008
0500000US01021,"Chilton County, Alabama",county,2009,42272,0
0500000US01023,"Choctaw County, Alabama",county,2013,13687,-1.091
0500000US01023,"Choctaw County, Alabama",county,2012,13838,-0.824
0500000US01023,"Choctaw County, Alabama",county,2011,13953,-1.12
0500000US01023,"Choctaw County, Alabama",county,2010,14111,-0.829
0500000US01023,"Choctaw County, Alabama",county,2009,14229,0
0500000US01025,"Clarke County, Alabama",county,2013,25573,-0.757
0500000US01025,"Clarke County, Alabama",county,2012,25768,-1.067
0500000US01025,"Clarke County, Alabama",county,2011,26046,-0.796
0500000US01025,"Clarke County, Alabama",county,2010,26255,-0.692
0500000US01025,"Clarke County, Alabama",county,2009,26438,0
0500000US01027,"Clay County, Alabama",county,2013,13703,-0.904
0500000US01027,"Clay County, Alabama",county,2012,13828,-1.299
0500000US01027,"Clay County, Alabama",county,2011,14010,-0.214
0500000US01027,"Clay County, Alabama",county,2010,14040,1.968
0500000US01027,"Clay County, Alabama",county,2009,13769,0
0500000US01029,"Cleburne County, Alabama",county,2013,14945,0.268
0500000US01029,"Cleburne County, Alabama",county,2012,14905,0.161
0500000US01029,"Cleburne County, Alabama",county,2011,14881,0.391
0500000US01029,"Cleburne County, Alabama",county,2010,14823,1.674
0500000US01029,"Cleburne County, Alabama",county,2009,14579,0
0500000US01031,"Coffee County, Alabama",county,2013,50468,1.005
0500000US01031,"Coffee County, Alabama",county,2012,49966,1.514
0500000US01031,"Coffee County, Alabama",county,2011,49221,1.804
0500000US01031,"Coffee County, Alabama",county,2010,48349,3.305
0500000US01031,"Coffee County, Alabama",county,2009,46802,0
0500000US01033,"Colbert County, Alabama",county,2013,54456,0.009
0500000US01033,"Colbert County, Alabama",county,2012,54451,-0.05
0500000US01033,"Colbert County, Alabama",county,2011,54478,0.059
0500000US01033,"Colbert County, Alabama",county,2010,54446,-0.183
0500000US01033,"Colbert County, Alabama",county,2009,54546,0
0500000US01035,"Conecuh County, Alabama",county,2013,13104,-0.637
0500000US01035,"Conecuh County, Alabama",county,2012,13188,-0.738
0500000US01035,"Conecuh County, Alabama",county,2011,13286,-0.717
0500000US01035,"Conecuh County, Alabama",county,2010,13382,2.044
0500000US01035,"Conecuh County, Alabama",county,2009,13114,0
0500000US01037,"Coosa County, Alabama",county,2013,11198,-0.946
0500000US01037,"Coosa County, Alabama",county,2012,11305,0.018
0500000US01037,"Coosa County, Alabama",county,2011,11303,-1.456
0500000US01037,"Coosa County, Alabama",county,2010,11470,6.43
0500000US01037,"Coosa County, Alabama",county,2009,10777,0
0500000US01039,"Covington County, Alabama",county,2013,37847,0.116
0500000US01039,"Covington County, Alabama",county,2012,37803,0.178
0500000US01039,"Covington County, Alabama",county,2011,37736,0.34
0500000US01039,"Covington County, Alabama",county,2010,37608,2.508
0500000US01039,"Covington County, Alabama",county,2009,36688,0
0500000US01041,"Crenshaw County, Alabama",county,2013,13955,-0.115
0500000US01041,"Crenshaw County, Alabama",county,2012,13971,0.237
0500000US01041,"Crenshaw County, Alabama",county,2011,13938,0.072
0500000US01041,"Crenshaw County, Alabama",county,2010,13928,1.761
0500000US01041,"Crenshaw County, Alabama",county,2009,13687,0
0500000US01043,"Cullman County, Alabama",county,2013,80499,0.119
0500000US01043,"Cullman County, Alabama",county,2012,80403,0.196
0500000US01043,"Cullman County, Alabama",county,2011,80246,0.382
0500000US01043,"Cullman County, Alabama",county,2010,79941,-0.855
0500000US01043,"Cullman County, Alabama",county,2009,80630,0
0500000US01045,"Dale County, Alabama",county,2013,50102,-0.054
0500000US01045,"Dale County, Alabama",county,2012,50129,0.419
0500000US01045,"Dale County, Alabama",county,2011,49920,0.382
0500000US01045,"Dale County, Alabama",county,2010,49730,3.104
0500000US01045,"Dale County, Alabama",county,2009,48233,0
0500000US01047,"Dallas County, Alabama",county,2013,43091,-1.104
0500000US01047,"Dallas County, Alabama",county,2012,43572,-0.675
0500000US01047,"Dallas County, Alabama",county,2011,43868,-0.449
0500000US01047,"Dallas County, Alabama",county,2010,44066,3.083
0500000US01047,"Dallas County, Alabama",county,2009,42748,0
0500000US01049,"DeKalb County, Alabama",county,2013,71076,0.179
0500000US01049,"DeKalb County, Alabama",county,2012,70949,0.483
0500000US01049,"DeKalb County, Alabama",county,2011,70608,0.814
0500000US01049,"DeKalb County, Alabama",county,2010,70038,2.721
0500000US01049,"DeKalb County, Alabama",county,2009,68183,0
0500000US01051,"Elmore County, Alabama",county,2013,79895,0.712
0500000US01051,"Elmore County, Alabama",county,2012,79330,0.876
0500000US01051,"Elmore County, Alabama",county,2011,78641,1.276
0500000US01051,"Elmore County, Alabama",county,2010,77650,1.22
0500000US01051,"Elmore County, Alabama",county,2009,76714,0
0500000US01053,"Escambia County, Alabama",county,2013,38169,0.123
0500000US01053,"Escambia County, Alabama",county,2012,38122,0.108
0500000US01053,"Escambia County, Alabama",county,2011,38081,0.224
0500000US01053,"Escambia County, Alabama",county,2010,37996,1.158
0500000US01053,"Escambia County, Alabama",county,2009,37561,0
0500000US01055,"Etowah County, Alabama",county,2013,104260,-0.055
0500000US01055,"Etowah County, Alabama",county,2012,104317,0.097
0500000US01055,"Etowah County, Alabama",county,2011,104216,0.144
0500000US01055,"Etowah County, Alabama",county,2010,104066,0.888
0500000US01055,"Etowah County, Alabama",county,2009,103150,0
0500000US01057,"Fayette County, Alabama",county,2013,17110,-0.633
0500000US01057,"Fayette County, Alabama",county,2012,17219,-0.818
0500000US01057,"Fayette County, Alabama",county,2011,17361,-0.635
0500000US01057,"Fayette County, Alabama",county,2010,17472,-1.014
0500000US01057,"Fayette County, Alabama",county,2009,17651,0
0500000US01059,"Franklin County, Alabama",county,2013,31666,0.006
0500000US01059,"Franklin County, Alabama",county,2012,31664,0.419
0500000US01059,"Franklin County, Alabama",county,2011,31532,0.475
0500000US01059,"Franklin County, Alabama",county,2010,31383,1.738
0500000US01059,"Franklin County, Alabama",county,2009,30847,0
0500000US01061,"Geneva County, Alabama",county,2013,26791,0.082
0500000US01061,"Geneva County, Alabama",county,2012,26769,0.462
0500000US01061,"Geneva County, Alabama",county,2011,26646,0.396
0500000US01061,"Geneva County, Alabama",county,2010,26541,2.872
0500000US01061,"Geneva County, Alabama",county,2009,25800,0
0500000US01063,"Greene County, Alabama",county,2013,8934,-1.467
0500000US01063,"Greene County, Alabama",county,2012,9067,-1.123
0500000US01063,"Greene County, Alabama",county,2011,9170,-0.918
0500000US01063,"Greene County, Alabama",county,2010,9255,1.569
0500000US01063,"Greene County, Alabama",county,2009,9112,0
0500000US01065,"Hale County, Alabama",county,2013,15594,-0.99
0500000US01065,"Hale County, Alabama",county,2012,15750,-1.39
0500000US01065,"Hale County, Alabama",county,2011,15972,-1.212
0500000US01065,"Hale County, Alabama",county,2010,16168,-10.148
0500000US01065,"Hale County, Alabama",county,2009,17994,0
0500000US01067,"Henry County, Alabama",county,2013,17308,0.191
0500000US01067,"Henry County, Alabama",county,2012,17275,0.203
0500000US01067,"Henry County, Alabama",county,2011,17240,0.537
0500000US01067,"Henry County, Alabama",county,2010,17148,3.426
0500000US01067,"Henry County, Alabama",county,2009,16580,0
0500000US01069,"Houston County, Alabama",county,2013,102326,0.855
0500000US01069,"Houston County, Alabama",county,2012,101459,1.145
0500000US01069,"Houston County, Alabama",county,2011,100310,1.294
0500000US01069,"Houston County, Alabama",county,2010,99029,1.996
0500000US01069,"Houston County, Alabama",county,2009,97091,0
0500000US01071,"Jackson County, Alabama",county,2013,53171,-0.203
0500000US01071,"Jackson County, Alabama",county,2012,53279,-0.146
0500000US01071,"Jackson County, Alabama",county,2011,53357,-0.054
0500000US01071,"Jackson County, Alabama",county,2010,53386,0.923
0500000US01071,"Jackson County, Alabama",county,2009,52898,0
0500000US01073,"Jefferson County, Alabama",county,2013,658552,0.013
0500000US01073,"Jefferson County, Alabama",county,2012,658464,0.149
0500000US01073,"Jefferson County, Alabama",county,2011,657486,0.087
0500000US01073,"Jefferson County, Alabama",county,2010,656912,-0.8
0500000US01073,"Jefferson County, Alabama",county,2009,662212,0
0500000US01075,"Lamar County, Alabama",county,2013,14396,-0.806
0500000US01075,"Lamar County, Alabama",county,2012,14513,-0.895
0500000US01075,"Lamar County, Alabama",county,2011,14644,-0.672
0500000US01075,"Lamar County, Alabama",county,2010,14743,2.112
0500000US01075,"Lamar County, Alabama",county,2009,14438,0
0500000US01077,"Lauderdale County, Alabama",county,2013,92666,0.149
0500000US01077,"Lauderdale County, Alabama",county,2012,92528,0.281
0500000US01077,"Lauderdale County, Alabama",county,2011,92269,0.553
0500000US01077,"Lauderdale County, Alabama",county,2010,91762,3.627
0500000US01077,"Lauderdale County, Alabama",county,2009,88550,0
0500000US01079,"Lawrence County, Alabama",county,2013,34009,-0.407
0500000US01079,"Lawrence County, Alabama",county,2012,34148,-0.298
0500000US01079,"Lawrence County, Alabama",county,2011,34250,0.044
0500000US01079,"Lawrence County, Alabama",county,2010,34235,0.414
0500000US01079,"Lawrence County, Alabama",county,2009,34094,0
0500000US01081,"Lee County, Alabama",county,2013,144405,2.46
0500000US01081,"Lee County, Alabama",county,2012,140938,2.236
0500000US01081,"Lee County, Alabama",county,2011,137855,2.107
0500000US01081,"Lee County, Alabama",county,2010,135010,3.322
0500000US01081,"Lee County, Alabama",county,2009,130669,0
0500000US01083,"Limestone County, Alabama",county,2013,85264,2.342
0500000US01083,"Limestone County, Alabama",county,2012,83313,2.899
0500000US01083,"Limestone County, Alabama",county,2011,80966,2.992
0500000US01083,"Limestone County, Alabama",county,2010,78614,6.126
0500000US01083,"Limestone County, Alabama",county,2009,74076,0
0500000US01085,"Lowndes County, Alabama",county,2013,11086,-1.929
0500000US01085,"Lowndes County, Alabama",county,2012,11304,-2.028
0500000US01085,"Lowndes County, Alabama",county,2011,11538,-1.645
0500000US01085,"Lowndes County, Alabama",county,2010,11731,-7.133
0500000US01085,"Lowndes County, Alabama",county,2009,12632,0
0500000US01087,"Macon County, Alabama",county,2013,20803,-1.937
0500000US01087,"Macon County, Alabama",county,2012,21214,-1.28
0500000US01087,"Macon County, Alabama",county,2011,21489,-0.968
0500000US01087,"Macon County, Alabama",county,2010,21699,-2.713
0500000US01087,"Macon County, Alabama",county,2009,22304,0
0500000US01089,"Madison County, Alabama",county,2013,339279,1.38
0500000US01089,"Madison County, Alabama",county,2012,334661,1.628
0500000US01089,"Madison County, Alabama",county,2011,329299,1.925
0500000US01089,"Madison County, Alabama",county,2010,323080,2.876
0500000US01089,"Madison County, Alabama",county,2009,314047,0
0500000US01091,"Marengo County, Alabama",county,2013,20669,-1.148
0500000US01091,"Marengo County, Alabama",county,2012,20909,-1.046
0500000US01091,"Marengo County, Alabama",county,2011,21130,-0.779
0500000US01091,"Marengo County, Alabama",county,2010,21296,0.405
0500000US01091,"Marengo County, Alabama",county,2009,21210,0
0500000US01093,"Marion County, Alabama",county,2013,30615,-0.085
0500000US01093,"Marion County, Alabama",county,2012,30641,-0.422
0500000US01093,"Marion County, Alabama",county,2011,30771,-0.068
0500000US01093,"Marion County, Alabama",county,2010,30792,4.681
0500000US01093,"Marion County, Alabama",county,2009,29415,0
0500000US01095,"Marshall County, Alabama",county,2013,93699,0.676
0500000US01095,"Marshall County, Alabama",county,2012,93070,1.106
0500000US01095,"Marshall County, Alabama",county,2011,92052,1.304
0500000US01095,"Marshall County, Alabama",county,2010,90867,3.346
0500000US01095,"Marshall County, Alabama",county,2009,87925,0
0500000US01097,"Mobile County, Alabama",county,2013,413188,0.216
0500000US01097,"Mobile County, Alabama",county,2012,412297,0.433
0500000US01097,"Mobile County, Alabama",county,2011,410520,0.465
0500000US01097,"Mobile County, Alabama",county,2010,408620,0.811
0500000US01097,"Mobile County, Alabama",county,2009,405331,0
0500000US01099,"Monroe County, Alabama",county,2013,22778,-0.935
0500000US01099,"Monroe County, Alabama",county,2012,22993,-0.717
0500000US01099,"Monroe County, Alabama",county,2011,23159,-0.729
0500000US01099,"Monroe County, Alabama",county,2010,23329,2.365
0500000US01099,"Monroe County, Alabama",county,2009,22790,0
0500000US01101,"Montgomery County, Alabama",county,2013,228980,-0.173
0500000US01101,"Montgomery County, Alabama",county,2012,229376,0.191
0500000US01101,"Montgomery County, Alabama",county,2011,228939,0.404
0500000US01101,"Montgomery County, Alabama",county,2010,228018,1.626
0500000US01101,"Montgomery County, Alabama",county,2009,224369,0
0500000US01103,"Morgan County, Alabama",county,2013,119673,0.287
0500000US01103,"Morgan County, Alabama",county,2012,119330,0.683
0500000US01103,"Morgan County, Alabama",county,2011,118521,0.756
0500000US01103,"Morgan County, Alabama",county,2010,117632,2.114
0500000US01103,"Morgan County, Alabama",county,2009,115197,0
0500000US01105,"Perry County, Alabama",county,2013,10390,-1.283
0500000US01105,"Perry County, Alabama",county,2012,10525,-0.895
0500000US01105,"Perry County, Alabama",county,2011,10620,-0.599
0500000US01105,"Perry County, Alabama",county,2010,10684,-0.047
0500000US01105,"Perry County, Alabama",county,2009,10689,0
0500000US01107,"Pickens County, Alabama",county,2013,19516,-0.662
0500000US01107,"Pickens County, Alabama",county,2012,19646,-0.602
0500000US01107,"Pickens County, Alabama",county,2011,19765,-0.763
0500000US01107,"Pickens County, Alabama",county,2010,19917,1.992
0500000US01107,"Pickens County, Alabama",county,2009,19528,0
0500000US01109,"Pike County, Alabama",county,2013,32977,0.693
0500000US01109,"Pike County, Alabama",county,2012,32750,0.859
0500000US01109,"Pike County, Alabama",county,2011,32471,1.008
0500000US01109,"Pike County, Alabama",county,2010,32147,6.673
0500000US01109,"Pike County, Alabama",county,2009,30136,0
0500000US01111,"Randolph County, Alabama",county,2013,22819,-0.105
0500000US01111,"Randolph County, Alabama",county,2012,22843,0.022
0500000US01111,"Randolph County, Alabama",county,2011,22838,0.092
0500000US01111,"Randolph County, Alabama",county,2010,22817,1.391
0500000US01111,"Randolph County, Alabama",county,2009,22504,0
0500000US01113,"Russell County, Alabama",county,2013,55544,2.977
0500000US01113,"Russell County, Alabama",county,2012,53938,2.759
0500000US01113,"Russell County, Alabama",county,2011,52490,1.601
0500000US01113,"Russell County, Alabama",county,2010,51663,3.266
0500000US01113,"Russell County, Alabama",county,2009,50029,0
0500000US01115,"St. Clair County, Alabama",county,2013,84521,1.186
0500000US01115,"St. Clair County, Alabama",county,2012,83530,1.417
0500000US01115,"St. Clair County, Alabama",county,2011,82363,2.114
0500000US01115,"St. Clair County, Alabama",county,2010,80658,3.961
0500000US01115,"St. Clair County, Alabama",county,2009,77585,0
0500000US01117,"Shelby County, Alabama",county,2013,198366,1.603
0500000US01117,"Shelby County, Alabama",county,2012,195237,1.842
0500000US01117,"Shelby County, Alabama",county,2011,191705,2.036
0500000US01117,"Shelby County, Alabama",county,2010,187880,2.669
0500000US01117,"Shelby County, Alabama",county,2009,182996,0
0500000US01119,"Sumter County, Alabama",county,2013,13552,-0.856
0500000US01119,"Sumter County, Alabama",county,2012,13669,-0.647
0500000US01119,"Sumter County, Alabama",county,2011,13758,-0.815
0500000US01119,"Sumter County, Alabama",county,2010,13871,4.553
0500000US01119,"Sumter County, Alabama",county,2009,13267,0
0500000US01121,"Talladega County, Alabama",county,2013,81845,-0.425
0500000US01121,"Talladega County, Alabama",county,2012,82194,-0.086
0500000US01121,"Talladega County, Alabama",county,2011,82265,-0.1
0500000US01121,"Talladega County, Alabama",county,2010,82347,2.69
0500000US01121,"Talladega County, Alabama",county,2009,80190,0
0500000US01123,"Tallapoosa County, Alabama",county,2013,41428,-0.255
0500000US01123,"Tallapoosa County, Alabama",county,2012,41534,-0.192
0500000US01123,"Tallapoosa County, Alabama",county,2011,41614,0.193
0500000US01123,"Tallapoosa County, Alabama",county,2010,41534,1.854
0500000US01123,"Tallapoosa County, Alabama",county,2009,40778,0
0500000US01125,"Tuscaloosa County, Alabama",county,2013,196824,1.323
0500000US01125,"Tuscaloosa County, Alabama",county,2012,194254,1.444
0500000US01125,"Tuscaloosa County, Alabama",county,2011,191489,1.677
0500000US01125,"Tuscaloosa County, Alabama",county,2010,188331,5.358
0500000US01125,"Tuscaloosa County, Alabama",county,2009,178754,0
0500000US01127,"Walker County, Alabama",county,2013,66622,-0.588
0500000US01127,"Walker County, Alabama",county,2012,67016,-0.434
0500000US01127,"Walker County, Alabama",county,2011,67308,-0.45
0500000US01127,"Walker County, Alabama",county,2010,67612,-1.841
0500000US01127,"Walker County, Alabama",county,2009,68880,0
0500000US01129,"Washington County, Alabama",county,2013,17284,-0.707
0500000US01129,"Washington County, Alabama",county,2012,17407,-0.457
0500000US01129,"Washington County, Alabama",county,2011,17487,-0.393
0500000US01129,"Washington County, Alabama",county,2010,17556,1.999
0500000US01129,"Washington County, Alabama",county,2009,17212,0
0500000US01131,"Wilcox County, Alabama",county,2013,11531,-1.495
0500000US01131,"Wilcox County, Alabama",county,2012,11706,-1.315
0500000US01131,"Wilcox County, Alabama",county,2011,11862,-1.249
0500000US01131,"Wilcox County, Alabama",county,2010,12012,-4.302
0500000US01131,"Wilcox County, Alabama",county,2009,12552,0
0500000US01133,"Winston County, Alabama",county,2013,24342,-0.368
0500000US01133,"Winston County, Alabama",county,2012,24432,-0.655
0500000US01133,"Winston County, Alabama",county,2011,24593,-0.381
0500000US01133,"Winston County, Alabama",county,2010,24687,2.055
0500000US01133,"Winston County, Alabama",county,2009,24190,0
0500000US02013,"Aleutians East Borough, Alaska",county,2013,3141,0.867
0500000US02013,"Aleutians East Borough, Alaska",county,2012,3114,0.973
0500000US02013,"Aleutians East Borough, Alaska",county,2011,3084,-16.716
0500000US02013,"Aleutians East Borough, Alaska",county,2010,3703,25.144
0500000US02013,"Aleutians East Borough, Alaska",county,2009,2959,0
0500000US02016,"Aleutians West Census Area, Alaska",county,2013,5538,0.563
0500000US02016,"Aleutians West Census Area, Alaska",county,2012,5507,0.346
0500000US02016,"Aleutians West Census Area, Alaska",county,2011,5488,-12.318
0500000US02016,"Aleutians West Census Area, Alaska",county,2010,6259,13.697
0500000US02016,"Aleutians West Census Area, Alaska",county,2009,5505,0
0500000US02020,"Anchorage Municipality, Alaska",county,2013,295237,1.292
0500000US02020,"Anchorage Municipality, Alaska",county,2012,291470,1.42
0500000US02020,"Anchorage Municipality, Alaska",county,2011,287390,1.099
0500000US02020,"Anchorage Municipality, Alaska",county,2010,284267,1.383
0500000US02020,"Anchorage Municipality, Alaska",county,2009,280389,0
0500000US02050,"Bethel Census Area, Alaska",county,2013,17356,1.001
0500000US02050,"Bethel Census Area, Alaska",county,2012,17184,1.243
0500000US02050,"Bethel Census Area, Alaska",county,2011,16973,0.802
0500000US02050,"Bethel Census Area, Alaska",county,2010,16838,-1.825
0500000US02050,"Bethel Census Area, Alaska",county,2009,17151,0
0500000US02060,"Bristol Bay Borough, Alaska",county,2013,933,0.431
0500000US02060,"Bristol Bay Borough, Alaska",county,2012,929,-10.242
0500000US02060,"Bristol Bay Borough, Alaska",county,2011,1035,-1.335
0500000US02060,"Bristol Bay Borough, Alaska",county,2010,1049,53.812
0500000US02060,"Bristol Bay Borough, Alaska",county,2009,682,0
0500000US02068,"Denali Borough, Alaska",county,2013,2020,5.373
0500000US02068,"Denali Borough, Alaska",county,2012,1917,8.305
0500000US02068,"Denali Borough, Alaska",county,2011,1770,54.72
0500000US02068,"Denali Borough, Alaska",county,2010,1144,-25.18
0500000US02068,"Denali Borough, Alaska",county,2009,1529,0
0500000US02070,"Dillingham Census Area, Alaska",county,2013,4923,0.737
0500000US02070,"Dillingham Census Area, Alaska",county,2012,4887,0.867
0500000US02070,"Dillingham Census Area, Alaska",county,2011,4845,0.581
0500000US02070,"Dillingham Census Area, Alaska",county,2010,4817,-2.608
0500000US02070,"Dillingham Census Area, Alaska",county,2009,4946,0
0500000US02090,"Fairbanks North Star Borough, Alaska",county,2013,98656,1.162
0500000US02090,"Fairbanks North Star Borough, Alaska",county,2012,97523,1.416
0500000US02090,"Fairbanks North Star Borough, Alaska",county,2011,96161,1.823
0500000US02090,"Fairbanks North Star Borough, Alaska",county,2010,94439,-2.482
0500000US02090,"Fairbanks North Star Borough, Alaska",county,2009,96843,0
0500000US02100,"Haines Borough, Alaska",county,2013,2546,1.84
0500000US02100,"Haines Borough, Alaska",county,2012,2500,-0.754
0500000US02100,"Haines Borough, Alaska",county,2011,2519,51.93
0500000US02100,"Haines Borough, Alaska",county,2010,1658,-31.601
0500000US02100,"Haines Borough, Alaska",county,2009,2424,0
0500000US02105,"Hoonah-Angoon Census Area, Alaska",county,2013,2141,-0.557
0500000US02105,"Hoonah-Angoon Census Area, Alaska",county,2012,2153,6.111
0500000US02105,"Hoonah-Angoon Census Area, Alaska",county,2011,2029,0
0500000US02105,"Hoonah-Angoon Census Area, Alaska",county,2010,2029,-0.637
0500000US02105,"Hoonah-Angoon Census Area, Alaska",county,2009,2042,0
0500000US02110,"Juneau City and Borough, Alaska",county,2013,31897,0.825
0500000US02110,"Juneau City and Borough, Alaska",county,2012,31636,1.255
0500000US02110,"Juneau City and Borough, Alaska",county,2011,31244,0.868
0500000US02110,"Juneau City and Borough, Alaska",county,2010,30975,0.643
0500000US02110,"Juneau City and Borough, Alaska",county,2009,30777,0
0500000US02122,"Kenai Peninsula Borough, Alaska",county,2013,56163,1.242
0500000US02122,"Kenai Peninsula Borough, Alaska",county,2012,55474,1.382
0500000US02122,"Kenai Peninsula Borough, Alaska",county,2011,54718,1.486
0500000US02122,"Kenai Peninsula Borough, Alaska",county,2010,53917,1.63
0500000US02122,"Kenai Peninsula Borough, Alaska",county,2009,53052,0
0500000US02130,"Ketchikan Gateway Borough, Alaska",county,2013,13595,0.518
0500000US02130,"Ketchikan Gateway Borough, Alaska",county,2012,13525,0.805
0500000US02130,"Ketchikan Gateway Borough, Alaska",county,2011,13417,0.157
0500000US02130,"Ketchikan Gateway Borough, Alaska",county,2010,13396,2.01
0500000US02130,"Ketchikan Gateway Borough, Alaska",county,2009,13132,0
0500000US02150,"Kodiak Island Borough, Alaska",county,2013,13850,1.021
0500000US02150,"Kodiak Island Borough, Alaska",county,2012,13710,1.646
0500000US02150,"Kodiak Island Borough, Alaska",county,2011,13488,1.041
0500000US02150,"Kodiak Island Borough, Alaska",county,2010,13349,1.536
0500000US02150,"Kodiak Island Borough, Alaska",county,2009,13147,0
0500000US02164,"Lake and Peninsula Borough, Alaska",county,2013,1454,-6.254
0500000US02164,"Lake and Peninsula Borough, Alaska",county,2012,1551,0.714
0500000US02164,"Lake and Peninsula Borough, Alaska",county,2011,1540,-5.289
0500000US02164,"Lake and Peninsula Borough, Alaska",county,2010,1626,16.226
0500000US02164,"Lake and Peninsula Borough, Alaska",county,2009,1399,0
0500000US02170,"Matanuska-Susitna Borough, Alaska",county,2013,91519,2.463
0500000US02170,"Matanuska-Susitna Borough, Alaska",county,2012,89319,2.882
0500000US02170,"Matanuska-Susitna Borough, Alaska",county,2011,86817,3.173
0500000US02170,"Matanuska-Susitna Borough, Alaska",county,2010,84147,2.495
0500000US02170,"Matanuska-Susitna Borough, Alaska",county,2009,82099,0
0500000US02180,"Nome Census Area, Alaska",county,2013,9695,1.2
0500000US02180,"Nome Census Area, Alaska",county,2012,9580,1.451
0500000US02180,"Nome Census Area, Alaska",county,2011,9443,1.374
0500000US02180,"Nome Census Area, Alaska",county,2010,9315,-0.257
0500000US02180,"Nome Census Area, Alaska",county,2009,9339,0
0500000US02185,"North Slope Borough, Alaska",county,2013,9484,1.792
0500000US02185,"North Slope Borough, Alaska",county,2012,9317,2.52
0500000US02185,"North Slope Borough, Alaska",county,2011,9088,2.666
0500000US02185,"North Slope Borough, Alaska",county,2010,8852,31.805
0500000US02185,"North Slope Borough, Alaska",county,2009,6716,0
0500000US02188,"Northwest Arctic Borough, Alaska",county,2013,7624,0.303
0500000US02188,"Northwest Arctic Borough, Alaska",county,2012,7601,0.916
0500000US02188,"Northwest Arctic Borough, Alaska",county,2011,7532,0.736
0500000US02188,"Northwest Arctic Borough, Alaska",county,2010,7477,0.633
0500000US02188,"Northwest Arctic Borough, Alaska",county,2009,7430,0
0500000US02195,"Petersburg Census Area, Alaska",county,2013,3806,-0.419
0500000US02195,"Petersburg Census Area, Alaska",county,2012,3822,-0.235
0500000US02195,"Petersburg Census Area, Alaska",county,2011,3831,-0.26
0500000US02195,"Petersburg Census Area, Alaska",county,2010,3841,-0.544
0500000US02195,"Petersburg Census Area, Alaska",county,2009,3862,0
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",county,2013,5672,1.231
